address,name,source_location,generated,size,span_classes,tier,original_bytes,rebuilt_bytes,original_mnemonics,rebuilt_mnemonics,first_divergence,note,refusal_reason
0x004046A0,??__Fg_UNUSED_SPRITE_VAR16@@YAXXZ,src/atexit_thunks.cpp:556,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004046a0.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR16' : undeclared identifier
u004046a0.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x004046B0,??__Eg_UNUSED_SPRITE_VAR14@@YAXXZ,src/init_thunks.cpp:384,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004046b0.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR14' : undeclared identifier
u004046b0.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u004046b0.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u004046b0.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u004046b0.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x004046D0,??__Fg_UNUSED_SPRITE_VAR14@@YAXXZ,src/atexit_thunks.cpp:566,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004046d0.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR14' : undeclared identifier
u004046d0.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x004046E0,??__Eg_UNUSED_SPRITE_VAR22@@YAXXZ,src/init_thunks.cpp:395,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004046e0.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR22' : undeclared identifier
u004046e0.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u004046e0.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u004046e0.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u004046e0.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x00404700,??__Fg_UNUSED_SPRITE_VAR22@@YAXXZ,src/atexit_thunks.cpp:576,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404700.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR22' : undeclared identifier
u00404700.cpp(45) : error C2227: left of '->close' must point to class/struct/union
Generating Code...
Compiling..."
0x00404710,??__Eg_UNUSED_SPRITE_VAR10@@YAXXZ,src/init_thunks.cpp:406,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404710.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR10' : undeclared identifier
u00404710.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u00404710.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u00404710.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u00404710.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x00404730,??__Fg_UNUSED_SPRITE_VAR10@@YAXXZ,src/atexit_thunks.cpp:586,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404730.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR10' : undeclared identifier
u00404730.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x00404740,??__Eg_UNUSED_SPRITE_VAR15@@YAXXZ,src/init_thunks.cpp:417,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404740.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR15' : undeclared identifier
u00404740.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u00404740.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u00404740.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u00404740.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x00404760,??__Fg_UNUSED_SPRITE_VAR15@@YAXXZ,src/atexit_thunks.cpp:596,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404760.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR15' : undeclared identifier
u00404760.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x00404770,??__Eg_UNUSED_SPRITE_VAR13@@YAXXZ,src/init_thunks.cpp:428,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404770.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR13' : undeclared identifier
u00404770.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u00404770.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u00404770.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u00404770.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x00404790,??__Fg_UNUSED_SPRITE_VAR13@@YAXXZ,src/atexit_thunks.cpp:606,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404790.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR13' : undeclared identifier
u00404790.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x004047A0,??__Eg_UNUSED_SPRITE_VAR17@@YAXXZ,src/init_thunks.cpp:439,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004047a0.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR17' : undeclared identifier
u004047a0.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u004047a0.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u004047a0.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u004047a0.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x004047C0,??__Fg_UNUSED_SPRITE_VAR17@@YAXXZ,src/atexit_thunks.cpp:616,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004047c0.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR17' : undeclared identifier
u004047c0.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x004047D0,??__Eg_UNUSED_SPRITE_VAR19@@YAXXZ,src/init_thunks.cpp:450,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004047d0.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR19' : undeclared identifier
u004047d0.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u004047d0.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u004047d0.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u004047d0.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x004047F0,??__Fg_UNUSED_SPRITE_VAR19@@YAXXZ,src/atexit_thunks.cpp:626,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004047f0.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR19' : undeclared identifier
u004047f0.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x00404800,??__Eg_UNUSED_SPRITE_VAR12@@YAXXZ,src/init_thunks.cpp:461,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404800.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR12' : undeclared identifier
u00404800.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u00404800.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u00404800.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u00404800.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x00404820,??__Fg_UNUSED_SPRITE_VAR12@@YAXXZ,src/atexit_thunks.cpp:636,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404820.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR12' : undeclared identifier
u00404820.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x00404830,??__Eg_UNUSED_SPRITE_VAR07@@YAXXZ,src/init_thunks.cpp:472,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404830.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR07' : undeclared identifier
u00404830.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u00404830.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u00404830.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u00404830.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x00404850,??__Fg_UNUSED_SPRITE_VAR07@@YAXXZ,src/atexit_thunks.cpp:646,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404850.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR07' : undeclared identifier
u00404850.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x00404860,?sprite_draw_func@@YAXPAUSprite@@PAUGraphicWin@@HHH@Z,src/recovered/units/00404860.cpp,0,54,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,54,54,,,,,
0x004048A0,??0Popup@@QAE@XZ,src/recovered/units/004048a0.cpp,0,105,primary=1;eh=1;shared=0;selfmod=0,BYTE_EXACT,87,87,,,,,
0x00404900,?close@Popup@@QAEXXZ,src/popup.cpp:27,0,23,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404900.cpp(76) : error C2065: 'scroll_' : undeclared identifier
u00404900.cpp(76) : error C2228: left of '.close' must have class/struct/union type
u00404900.cpp(77) : error C2065: 'BasePopOriginalClose' : undeclared identifier
u00404900.cpp(77) : error C2297: '->*' : illegal, right operand has type 'int'"
0x00404920,?show@Popup@@QAEXH@Z,src/recovered/units/00404920.cpp,0,348,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,348,348,,,,,
0x00404B10,?calculate_dimensions@Popup@@QAEHXZ,,0,991,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,991,3,239,2,0,#0: original 'push' vs rebuilt 'xor',
0x00404F80,?on_redraw_nc@Popup@@QAEXPAURECT@@H@Z,src/popup.cpp:510,0,3,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404f80.cpp(53) : error C2511: 'on_redraw_nc' : overloaded member function 'void (int,int)' not found in 'Popup'
u00404f80.cpp(44) : see declaration of 'Popup'"
0x00404F90,?on_nc_hittest@Popup@@QAEHHH@Z,src/popup.cpp:556,0,20,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,20,20,,,,,
0x00405020,?on_adjust_button_width@Popup@@QAEXXZ,src/popup.cpp:538,0,42,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,42,42,,,,,
0x00405050,?on_adjust_button_placement@Popup@@QAEXPAH00@Z,src/recovered/units/00405050.cpp,0,67,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,67,67,,,,,
0x00405140,?POP2@@YAHPBDPBDH@Z,,0,1285,primary=1;eh=1;shared=0;selfmod=0,NO_COMPILE,,,,,,,u00405140.cpp(213) : error C2079: 'buffer_' uses undefined class 'Buffer'
0x004055A0,?POP3@@YAXPBDPBDHHH@Z,src/recovered/units/004055a0.cpp,0,1028,primary=1;eh=1;shared=0;selfmod=0,MISMATCH,880,612,216,184,2,#2: original 'mov' vs rebuilt 'push',
0x00405910,?on_exec@Popup@@QAEHXZ,,0,497,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,497,3,158,2,0,#0: original 'push' vs rebuilt 'xor',
0x00405B10,?on_dialog_back_draw@Popup@@QAEHPAUGraphicWin@@@Z,src/popup.cpp:93,0,5,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,5,5,,,,,
0x00405B20,?on_dialog_item_back_draw@Popup@@QAEHPAUGraphicWin@@HHPAURECT@@@Z,,0,338,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,u00405b20.cpp(205) : error C2079: 'buffer_' uses undefined class 'Buffer'
0x00405C80,?on_draw_background@Popup@@QAEHXZ,,0,1489,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,1489,3,495,2,0,#0: original 'push' vs rebuilt 'xor',
0x00406330,?on_listbox_scroll_delete@Popup@@QAEHPAUScroll@@@Z,src/recovered/units/00406330.cpp,0,76,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,76,76,,,,,
0x00406380,?start@Popup@@QAEXPADPBDHPADHPAUGraphicWin@@@Z,src/recovered/units/00406380.cpp,0,332,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,332,345,131,130,0,#0: original 'push' vs rebuilt 'mov',
0x004064D0,??1BasePop@@QAE@XZ,src/recovered/units/004064d0.cpp,0,583,primary=1;eh=1;shared=0;selfmod=0,MISMATCH,415,203,95,46,1,#1: original 'mov' vs rebuilt 'push',
0x00406670,sub_406670,src/recovered/00406670.cpp,0,75,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,75,75,,,,,
0x004066C0,sub_4066c0,src/stringstruct.cpp:225,0,365,primary=1;eh=1;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004066c0.cpp(66) : error C2065: 'StringStruct' : undeclared identifier
u004066c0.cpp(66) : error C2065: 'self' : undeclared identifier
u004066c0.cpp(66) : error C2061: syntax error : identifier 'StringStruct'
u004066c0.cpp(68) : error C2227: left of '->close_with_tables' must point to class/struct/union
u004066c0.cpp(69) : error C2065: 'StringStructDerivedVtable' : undeclared identifier
u004066c0.cpp(69) : error C2065: 'StringStructDerivedVirtualBaseVtable' : undeclared identifier
u004066c0.cpp(70) : error C2227: left of '->close' must point to class/struct/union"
0x00406820,sub_406820,src/stringstruct.cpp:249,0,27,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00406820.cpp(64) : error C2653: 'StringList' : is not a class or namespace name
u00406820.cpp(65) : error C2673: 'destroy' : global functions do not have 'this' pointers
u00406820.cpp(70) : error C2065: 'StringListVirtualBaseOffset' : undeclared identifier
u00406820.cpp(71) : error C2065: 'string_struct_derived_close_redirect' : undeclared identifier
u00406820.cpp(79) : error C2065: 'StringVirtualBaseVtable' : undeclared identifier
u00406820.cpp(80) : error C2065: 'StringVirtualBaseOwner' : undeclared identifier
u00406820.cpp(80) : error C2100: illegal indirection
Generating Code..."
0x00406840,sub_406840,src/field_accessors.cpp:18,1,6,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,6,6,,,,,
0x00406850,??1Sprite@@QAE@XZ,src/recovered/units/00406850.cpp,0,5,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,5,5,,,,,
0x00406860,?hide@BaseButton@@QAEXXZ,src/recovered/units/00406860.cpp,0,25,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,25,25,,,,,
0x00406880,??1FlatButton@@QAE@XZ,src/flatbutton.cpp:62,0,106,primary=1;eh=1;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00406880.cpp(627) : error C2039: 'destroy' : is not a member of 'FlatButton'
u00406880.cpp(460) : see declaration of 'FlatButton'
u00406880.cpp(629) : error C2673: 'destroy' : global functions do not have 'this' pointers
u00406880.cpp(630) : error C2065: 'FlatButtonPrimaryVtable' : undeclared identifier
u00406880.cpp(631) : error C2065: 'FlatButtonBufferVtable' : undeclared identifier
u00406880.cpp(632) : error C2065: 'close' : undeclared identifier
u00406880.cpp(633) : error C2039: 'destroy' : is not a member of 'BaseButton'
u00406880.cpp(209) : see declaration of 'BaseButton'
u00406880.cpp(634) : error C2673: 'destroy' : global functions do not have 'this' pointers"
0x004068E0,??_GFlatButton@@UAEPAXI@Z,src/deleting_thunks.cpp:205,1,33,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004068e0.cpp(624) : error C2065: 'flat_button_destructor_redirect' : undeclared identifier
u004068e0.cpp(627) : error C2065: 'ScrollOperatorDelete' : undeclared identifier"
0x00406910,??1Dialogs@@QAE@XZ,src/dialogs_recovery.cpp:351,0,590,primary=1;eh=1;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00406910.cpp(572) : error C2039: 'destroy' : is not a member of 'Dialogs'
u00406910.cpp(533) : see declaration of 'Dialogs'
u00406910.cpp(573) : error C2673: 'destroy' : global functions do not have 'this' pointers
u00406910.cpp(577) : error C2065: 'stage_virtual_tables' : undeclared identifier
u00406910.cpp(577) : error C2065: 'DialogsVbaseGraphicWinVtable' : undeclared identifier
u00406910.cpp(578) : error C2065: 'DialogsVbaseBufferVtable' : undeclared identifier
u00406910.cpp(578) : error C2065: 'DialogsVbaseWinVtable' : undeclared identifier
u00406910.cpp(580) : error C2065: 'close' : undeclared identifier
u00406910.cpp(585) : error C2146: syntax error : missing ';' before identifier 'guard'
u00406910.cpp(585) : error C2734: 'uintptr_t' : const object must be initialized if not extern
u00406910.cpp(585) : error C2065: 'guard' : undeclared identifier
u00406910.cpp(586) : error C2061: syntax error : identifier 'uintptr_t'
u00406910.cpp(587) : error C2065: 'guarded_member' : undeclared identifier
u00406910.cpp(587) : error C2065: 'DialogsEditGroupDestructor' : undeclared identifier
u00406910.cpp(587) : error C2297: '->*' : illegal, right operand has type 'int'
u00406910.cpp(588) : error C2065: 'DialogsSpriteBoxDestructor' : undeclared identifier
u00406910.cpp(588) : error C2297: '->*' : illegal, right operand has type 'int'
u00406910.cpp(589) : error C2065: 'DialogsCheckBoxDestructor' : undeclared identifier
u00406910.cpp(589) : error C2297: '->*' : illegal, right operand has type 'int'
u00406910.cpp(594) : error C2440: 'static_cast' : cannot convert from 'int' to 'unsigned char *'
Conversion from integral type to pointer type requires reinterpret_cast, C-style cast or function-style cast
u00406910.cpp(595) : error C2065: 'DialogsRadioPrimaryVtable' : undeclared identifier
u00406910.cpp(596) : error C2065: 'DialogsRadioBufferVtable' : undeclared identifier
u00406910.cpp(596) : error C2065: 'DialogsRadioWinVtable' : undeclared identifier
u00406910.cpp(603) : error C2039: 'destroy' : is not a member of 'ListBox'
u00406910.cpp(390) : see declaration of 'ListBox'"
0x00406A80,sub_406a80,src/nullsub_thunks.cpp:40,1,5,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,5,5,,,,,
0x00406A90,sub_406a90,src/recovered/units/00406a90.cpp,0,83,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,83,83,,,,,
0x00406AF0,sub_406af0,src/leaf_recoveries.cpp:1382,0,38,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00406af0.cpp(491) : error C2065: 'DialogsDestructorAdjustment' : undeclared identifier
u00406af0.cpp(492) : error C2065: 'LeafDialogsDestructor' : undeclared identifier
u00406af0.cpp(493) : error C2065: 'LeafDialogDestructor' : undeclared identifier
u00406af0.cpp(494) : error C2065: 'LeafGraphicWinDestructor' : undeclared identifier"
0x00406B20,nullsub_27,src/field_accessors.cpp:728,1,3,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,3,3,,,,,
0x00406B30,sub_406b30,src/nullsub_thunks.cpp:51,1,3,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,3,3,,,,,
0x00406B40,??_GBasePop@@UAEPAXI@Z,src/deleting_thunks.cpp:224,1,33,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00406b40.cpp(69) : error C2065: 'BasePopDtorTarget' : undeclared identifier
u00406b40.cpp(69) : error C2297: '->*' : illegal, right operand has type 'int'
u00406b40.cpp(71) : error C2065: 'ScrollOperatorDelete' : undeclared identifier
Generating Code..."
0x00406B70,sub_406b70,src/recovered/units/00406b70.cpp,0,44,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,44,44,,,,,
0x00406BA0,sub_406ba0,src/recovered/units/00406ba0.cpp,0,44,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,44,44,,,,,
0x00406BD0,??_GPopup@@UAEPAXI@Z,src/deleting_thunks.cpp:242,1,33,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00406bd0.cpp(68) : error C2065: 'PopupDtorTarget' : undeclared identifier
u00406bd0.cpp(68) : error C2297: '->*' : illegal, right operand has type 'int'
u00406bd0.cpp(70) : error C2065: 'ScrollOperatorDelete' : undeclared identifier"
0x00406C00,??1Popup@@QAE@XZ,src/recovered/units/00406c00.cpp,0,836,primary=1;eh=1;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00406c00.cpp(171) : error C2079: 'spot_' uses undefined class 'Spot'
u00406c00.cpp(280) : error C2079: 'heap_' uses undefined class 'Heap'"
0x00406E60,??1Scroll@@QAE@XZ,src/scroll.cpp:772,0,248,primary=1;eh=1;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00406e60.cpp(736) : error C2039: 'destroy' : is not a member of 'Scroll'
u00406e60.cpp(723) : see declaration of 'Scroll'
u00406e60.cpp(738) : error C2673: 'destroy' : global functions do not have 'this' pointers
u00406e60.cpp(739) : error C2065: 'ScrollPrimaryVtable' : undeclared identifier
u00406e60.cpp(740) : error C2065: 'ScrollBufferVtable' : undeclared identifier
u00406e60.cpp(741) : error C2065: 'close' : undeclared identifier
u00406e60.cpp(742) : error C2065: 'flat_button_right_' : undeclared identifier
u00406e60.cpp(742) : error C2228: left of '.destroy' must have class/struct/union type
u00406e60.cpp(743) : error C2065: 'flat_button_left_' : undeclared identifier
u00406e60.cpp(743) : error C2228: left of '.destroy' must have class/struct/union type
u00406e60.cpp(744) : error C2065: 'graphic_win_destructor_redirect' : undeclared identifier
u00406e60.cpp(745) : error C2673: 'destroy' : global functions do not have 'this' pointers
u00406e60.cpp(746) : error C2673: 'destroy' : global functions do not have 'this' pointers"
0x00406F20,??_GScroll@@UAEPAXI@Z,src/scroll.cpp:797,0,33,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00406f20.cpp(51) : error C2039: 'destroy' : is not a member of 'Scroll'
u00406f20.cpp(39) : see declaration of 'Scroll'
u00406f20.cpp(53) : error C2065: 'ScrollOperatorDelete' : undeclared identifier"
0x00406F50,??1thunk1_RadioButton@@QAE@H@Z,src/adjustor_thunks.cpp:237,1,8,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00406f50.cpp(67) : error C2065: 'RadioButtonDtorTarget' : undeclared identifier
u00406f50.cpp(67) : error C2297: '->*' : illegal, right operand has type 'int'"
0x00406FF0,?on_redraw@thunk1_RadioButton@@QAEXXZ,src/adjustor_thunks.cpp:251,1,8,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00406ff0.cpp(67) : error C2065: 'RadioButtonOnRedrawTarget' : undeclared identifier
u00406ff0.cpp(67) : error C2297: '->*' : illegal, right operand has type 'int'"
0x00407000,?on_mouse_move@thunk1_RadioButton@@QAEXHH@Z,src/adjustor_thunks.cpp:265,1,8,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00407000.cpp(68) : error C2065: 'RadioButtonOnMouseMoveTarget' : undeclared identifier
u00407000.cpp(68) : error C2297: '->*' : illegal, right operand has type 'int'"
0x00407010,?on_mouse_leave@thunk1_RadioButton@@QAEXHH@Z,src/adjustor_thunks.cpp:280,1,8,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00407010.cpp(68) : error C2065: 'RadioButtonOnMouseLeaveTarget' : undeclared identifier
u00407010.cpp(68) : error C2297: '->*' : illegal, right operand has type 'int'"
0x00407020,?on_left_down@thunk1_RadioButton@@QAEXHH@Z,src/adjustor_thunks.cpp:295,1,8,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00407020.cpp(68) : error C2065: 'RadioButtonOnLeftDownTarget' : undeclared identifier
u00407020.cpp(68) : error C2297: '->*' : illegal, right operand has type 'int'"
0x00407030,?on_key_down@thunk1_RadioButton@@QAEHH@Z,src/adjustor_thunks.cpp:310,1,8,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00407030.cpp(67) : error C2065: 'RadioButtonOnKeyDownTarget' : undeclared identifier
u00407030.cpp(67) : error C2297: '->*' : illegal, right operand has type 'int'"
0x00407040,?on_left_double_click@thunk1_RadioButton@@QAEXHH@Z,src/adjustor_thunks.cpp:324,1,8,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00407040.cpp(68) : error C2065: 'RadioButtonOnLeftDoubleClickTarget' : undeclared identifier
u00407040.cpp(68) : error C2297: '->*' : illegal, right operand has type 'int'"
