address,end_address,size,segment,name,prototype,body_ranges,binary_kind,flags,source_locations,source_statuses,redirect_exports,original_dependencies,recovery_state,priority,notes,comments,call_target_count,caller_count
0x004B8890,0x004B896B,219,.text,?on_redraw@StatusWin@@QAEXXZ,void (__thiscall ?on_redraw@StatusWin@@QAEXXZ)(StatusWin* this),0x004B8890-0x004B896B,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,3,3
0x004B8970,0x004B898F,31,.text,?reset@StatusWin@@QAEXXZ,void (__thiscall ?reset@StatusWin@@QAEXXZ)(StatusWin* this),0x004B8970-0x004B898F,game,hidden;sp_ready;purged_ok,src/statuswin.cpp:59,Complete,,,source_complete,,,,0,8
0x004B8990,0x004B89BE,46,.text,?on_left_double_click@StatusWin@@QAEXHH@Z,"void (__thiscall ?on_left_double_click@StatusWin@@QAEXHH@Z)(StatusWin* this, int xCoord, int yCoord)",0x004B8990-0x004B89BE,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,1
0x004B89C0,0x004B8BC5,517,.text,?arrow_left@StatusWin@@QAEXXZ,void (__thiscall ?arrow_left@StatusWin@@QAEXXZ)(StatusWin* this),0x004B89C0-0x004B8BC5,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,4,1
0x004B8BD0,0x004B8DF0,544,.text,?arrow_right@StatusWin@@QAEXXZ,void (__thiscall ?arrow_right@StatusWin@@QAEXXZ)(StatusWin* this),0x004B8BD0-0x004B8DF0,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,4,1
0x004B8DF0,0x004B8E31,65,.text,?UNK3@StatusWin@@QAEXXZ,void (__thiscall ?UNK3@StatusWin@@QAEXXZ)(StatusWin* this),0x004B8DF0-0x004B8E31,game,sp_ready;purged_ok,,,,,unrecovered,,,,3,0
0x004B8E40,0x004B8FD3,403,.text,?on_left_click@StatusWin@@QAEXHH@Z,"void (__thiscall ?on_left_click@StatusWin@@QAEXHH@Z)(StatusWin* this, int xCoord, int yCoord)",0x004B8E40-0x004B8FD3,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,13,2
0x004B9010,0x004B9DF8,3858,.text,?on_right_click@StatusWin@@QAEXHHH@Z,"void (__thiscall ?on_right_click@StatusWin@@QAEXHHH@Z)(StatusWin* this, int xCoord, int yCoord, int)",0x004B9010-0x004B9DF8;0x00659AA0-0x00659BCA,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,51,1
0x004B9E90,0x004B9E9D,13,.text,?UNK4@StatusWin@@QAEXXZ,void (__thiscall ?UNK4@StatusWin@@QAEXXZ)(StatusWin* this),0x004B9E90-0x004B9E9D,game,sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x004B9EA0,0x004B9F7B,219,.text,?redraw@StatusWin@@QAEXXZ,void (__thiscall ?redraw@StatusWin@@QAEXXZ)(StatusWin* this),0x004B9EA0-0x004B9F7B,game,frame;hidden;sp_ready;purged_ok,,,,ConsoleOriginalStatusWinRedraw,original_dependency,,,,3,17
0x004B9F80,0x004B9F81,1,.text,?close@StatusWin@@QAEXXZ,void (__thiscall ?close@StatusWin@@QAEXXZ)(StatusWin* this),0x004B9F80-0x004B9F81,game,hidden;sp_ready;purged_ok,src/statuswin.cpp:23,Complete,,,source_complete,,,,0,3
0x004B9F90,0x004B9FB8,40,.text,?set_loc@StatusWin@@QAEXHH@Z,"void (__thiscall ?set_loc@StatusWin@@QAEXHH@Z)(StatusWin* this, int, int)",0x004B9F90-0x004B9FB8,game,frame;hidden;sp_ready;purged_ok,src/statuswin.cpp:37,Complete,,,source_complete,,,,0,8
0x004B9FC0,0x004BA11E,350,.text,?init@StatusWin@@QAEXXZ,void (__thiscall ?init@StatusWin@@QAEXXZ)(StatusWin* this),0x004B9FC0-0x004BA11E,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,5,1
0x004BA120,0x004BA19C,187,.text,??1StatusWin@@QAE@XZ,void (__thiscall ??1StatusWin@@QAE@XZ)(StatusWin* this),0x004BA120-0x004BA19C;0x00659A20-0x00659A5F,game,frame;hidden;sp_ready;purged_ok,,,,StatusWinDtorTarget,original_dependency,,,,3,0
0x004BA1A0,0x004BA217,182,.text,??0StatusWin@@QAE@XZ,void (__thiscall ??0StatusWin@@QAE@XZ)(StatusWin* this),0x004BA1A0-0x004BA217;0x00659A60-0x00659A9F,game,frame;sp_ready;purged_ok,,,,StatusWinCtorTarget,original_dependency,,,,3,1
0x004BA220,0x004BA5B3,936,.text,?textcolor_init@@YAXXZ,,0x004BA220-0x004BA5B3;0x00659BD0-0x00659BE5,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,5,1
0x004BA5C0,0x004BA5D6,22,.text,??__Eg_TUTWIN@@YAXXZ,,0x004BA5C0-0x004BA5D6,game,hidden;sp_ready;purged_ok,src/init_thunks.cpp:4111,Complete,,,source_complete,,,,2,0
0x004BA5E0,0x004BA5EA,10,.text,??__Fg_TUTWIN@@YAXXZ,,0x004BA5E0-0x004BA5EA,game,hidden;sp_ready;purged_ok,src/atexit_thunks.cpp:3935,Complete,,,source_complete,,,,0,0
0x004BA5F0,0x004BA64E,94,.text,?tut_check@@YAHH@Z,,0x004BA5F0-0x004BA64E,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,7
0x004BA650,0x004BA6AE,94,.text,?tut_check2@@YAHH@Z,,0x004BA650-0x004BA6AE,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,9
0x004BA6B0,0x004BA71E,110,.text,??0TutWin@@QAE@XZ,void (__thiscall ??0TutWin@@QAE@XZ)(TutWin* this),0x004BA6B0-0x004BA71E,game,hidden;sp_ready;purged_ok,,,,TutWinCtorTarget,original_dependency,,,,1,1
0x004BA720,0x004BA761,65,.text,?UNK1@TutWin@@QAEXXZ,void (__thiscall ?UNK1@TutWin@@QAEXXZ)(TutWin* this),0x004BA720-0x004BA761,game,hidden;sp_ready;purged_ok,src/tutwin.cpp:30,Complete,,,source_complete,,,,0,1
0x004BA770,0x004BA82E,190,.text,?on_key_click@TutWin@@QAEHHH@Z,"int (__thiscall ?on_key_click@TutWin@@QAEHHH@Z)(TutWin* this, int, int)",0x004BA770-0x004BA82E,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x004BA830,0x004BA863,51,.text,?UNK2@TutWin@@QAEXPAURECT@@PAHPAH@Z,"void (__thiscall ?UNK2@TutWin@@QAEXPAURECT@@PAHPAH@Z)(TutWin* this, RECT*, int*, int*)",0x004BA830-0x004BA863,game,frame;sp_ready;purged_ok,src/win.cpp:393,Complete,,,source_complete,,Runtime redirect installed by DllMain after byte-signature validation,,0,0
0x004BA870,0x004BA8EB,123,.text,?do_base@TutWin@@QAEXPAURECT@@PBDH@Z,"void (__thiscall ?do_base@TutWin@@QAEXPAURECT@@PBDH@Z)(TutWin* this, RECT*, int8*, int)",0x004BA870-0x004BA8EB,game,frame;hidden;sp_ready;purged_ok,src/tutwin.cpp:215,Complete with a temporary TutWin::tut_win dependency,,,source_complete,,,,2,2
0x004BA8F0,0x004BA96B,123,.text,?do_iface@TutWin@@QAEXPAURECT@@PBDH@Z,"void (__thiscall ?do_iface@TutWin@@QAEXPAURECT@@PBDH@Z)(TutWin* this, RECT*, int8*, int)",0x004BA8F0-0x004BA96B,game,frame;hidden;sp_ready;purged_ok,src/tutwin.cpp:259,Complete with a temporary TutWin::tut_win dependency,,,source_complete,,,,2,1
0x004BA970,0x004BA9EB,123,.text,?do_soc@TutWin@@QAEXPAURECT@@PBDH@Z,"void (__thiscall ?do_soc@TutWin@@QAEXPAURECT@@PBDH@Z)(TutWin* this, RECT*, int8*, int)",0x004BA970-0x004BA9EB,game,frame;hidden;sp_ready;purged_ok,src/tutwin.cpp:303,Complete with a temporary TutWin::tut_win dependency,,,source_complete,,,,2,1
0x004BA9F0,0x004BAA6B,123,.text,?do_des@TutWin@@QAEXPAURECT@@PBDH@Z,"void (__thiscall ?do_des@TutWin@@QAEXPAURECT@@PBDH@Z)(TutWin* this, RECT*, int8*, int)",0x004BA9F0-0x004BAA6B,game,frame;hidden;sp_ready;purged_ok,src/tutwin.cpp:347,Complete with a temporary TutWin::tut_win dependency,,,source_complete,,,,2,1
0x004BAA70,0x004BAF12,1186,.text,?tour6@TutWin@@QAEXXZ,void (__thiscall ?tour6@TutWin@@QAEXXZ)(TutWin* this),0x004BAA70-0x004BAF12,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,9,1
0x004BAF20,0x004BB373,1107,.text,?tour7@TutWin@@QAEXXZ,void (__thiscall ?tour7@TutWin@@QAEXXZ)(TutWin* this),0x004BAF20-0x004BB373,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,7,1
0x004BB380,0x004BB791,1041,.text,?tour5@TutWin@@QAEXXZ,void (__thiscall ?tour5@TutWin@@QAEXXZ)(TutWin* this),0x004BB380-0x004BB791,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,12,1
0x004BB7A0,0x004BC591,3569,.text,?tour1@TutWin@@QAEXXZ,void (__thiscall ?tour1@TutWin@@QAEXXZ)(TutWin* this),0x004BB7A0-0x004BC591,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,14,1
0x004BC5A0,0x004BC5E3,67,.text,?iface_rect@TutWin@@QAEXPAURECT@@PAH1@Z,"void (__thiscall ?iface_rect@TutWin@@QAEXPAURECT@@PAH1@Z)(TutWin* this, RECT*, int*, int*)",0x004BC5A0-0x004BC5E3,game,frame;hidden;sp_ready;purged_ok,src/tutwin.cpp:83,Complete,,,source_complete,,,,1,3
0x004BC5F0,0x004BC633,67,.text,?base_rect@TutWin@@QAEXPAURECT@@PAH1@Z,"void (__thiscall ?base_rect@TutWin@@QAEXPAURECT@@PAH1@Z)(TutWin* this, RECT*, int*, int*)",0x004BC5F0-0x004BC633,game,frame;hidden;sp_ready;purged_ok,src/tutwin.cpp:114,Complete,,,source_complete,,,,1,2
0x004BC640,0x004BC683,67,.text,?soc_rect@TutWin@@QAEXPAURECT@@PAH1@Z,"void (__thiscall ?soc_rect@TutWin@@QAEXPAURECT@@PAH1@Z)(TutWin* this, RECT*, int*, int*)",0x004BC640-0x004BC683,game,frame;hidden;sp_ready;purged_ok,src/tutwin.cpp:145,Complete,,,source_complete,,,,1,2
0x004BC690,0x004BC6D3,67,.text,?des_rect@TutWin@@QAEXPAURECT@@PAH1@Z,"void (__thiscall ?des_rect@TutWin@@QAEXPAURECT@@PAH1@Z)(TutWin* this, RECT*, int*, int*)",0x004BC690-0x004BC6D3,game,frame;sp_ready;purged_ok,src/tutwin.cpp:176,Complete,,,source_complete,,,,1,2
0x004BC6E0,0x004BDCBE,5598,.text,?tour@TutWin@@QAEXXZ,void (__thiscall ?tour@TutWin@@QAEXXZ)(TutWin* this),0x004BC6E0-0x004BDCBE,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,29,5
0x004BDCC0,0x004BDDA2,226,.text,?on_button_clicked@TutWin@@QAEXH@Z,"void (__thiscall ?on_button_clicked@TutWin@@QAEXH@Z)(TutWin* this, int)",0x004BDCC0-0x004BDDA2,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x004BDDB0,0x004BDDC5,21,.text,?on_move@TutWin@@QAEXHH@Z,"void (__thiscall ?on_move@TutWin@@QAEXHH@Z)(TutWin* this, int, int)",0x004BDDB0-0x004BDDC5,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x004BDDD0,0x004BDDE0,16,.text,?UNK3@TutWin@@QAEXH@Z,"void (__thiscall ?UNK3@TutWin@@QAEXH@Z)(TutWin* this, int)",0x004BDDD0-0x004BDDE0,game,frame;sp_ready;purged_ok,src/tutwin.cpp:49,Complete,,,source_complete,,,,0,0
0x004BDDE0,0x004BDE97,183,.text,?reset@TutWin@@QAEHXZ,int (__thiscall ?reset@TutWin@@QAEHXZ)(TutWin* this),0x004BDDE0-0x004BDE97,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,22
0x004BDEA0,0x004BDF16,118,.text,?draw_arrow@TutWin@@QAEXXZ,void (__thiscall ?draw_arrow@TutWin@@QAEXXZ)(TutWin* this),0x004BDEA0-0x004BDF16,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,3
0x004BDF20,0x004BDF66,70,.text,?terrain_draw@TutWin@@QAAXPAUSprite@@PAUGraphicWin@@HHH@Z,,0x004BDF20-0x004BDF66,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x004BDF70,0x004BDFA0,48,.text,?veh_draw@TutWin@@QAAXPAUSprite@@PAUGraphicWin@@HHH@Z,"void (__cdecl ?veh_draw@TutWin@@QAAXPAUSprite@@PAUGraphicWin@@HHH@Z)(Sprite*, GraphicWin*, int vehID, int, int)",0x004BDF70-0x004BDFA0,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x004BDFA0,0x004BDFDD,61,.text,?base_draw@TutWin@@QAAXPAUSprite@@PAUGraphicWin@@HHH@Z,,0x004BDFA0-0x004BDFDD,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x004BDFE0,0x004BE643,1653,.text,?tut_win@TutWin@@QAEHPAUGraphicWin@@PBDHHPAUSprite@@HHH@Z,"int (__thiscall ?tut_win@TutWin@@QAEHPAUGraphicWin@@PBDHHPAUSprite@@HHH@Z)(TutWin* this, GraphicWin*, int8*, int, int, Sprite*, int, int, int)",0x004BDFE0-0x004BE643;0x00659CE0-0x00659CF2,game,frame;sp_ready;purged_ok,,,,TutWinOriginalShow,original_dependency,,,,16,13
0x004BE650,0x004BE7C6,374,.text,?tut_map@TutWin@@QAEHPBDHHHPAUSprite@@HHH@Z,"int (__thiscall ?tut_map@TutWin@@QAEHPBDHHHPAUSprite@@HHH@Z)(TutWin* this, int8*, int xCoord, int yCoord, int, Sprite*, int, int, int)",0x004BE650-0x004BE7C6,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,3,9
0x004BE7D0,0x004BE9EE,773,.text,??1TutWin@@QAE@XZ,void (__thiscall ??1TutWin@@QAE@XZ)(TutWin* this),0x004BE7D0-0x004BE9EE;0x00659BF0-0x00659CD7,game,frame;hidden;sp_ready;purged_ok,,,,TutWinDtorTarget,original_dependency,,,,14,1
0x004BE9F0,0x004BEA11,33,.text,??_GTutWin@@UAEPAXI@Z,"void* (__thiscall ??_GTutWin@@UAEPAXI@Z)(TutWin* this, unsigned int)",0x004BE9F0-0x004BEA11,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:1291,Complete,,,source_complete,,,,2,0
0x004BEA20,0x004BEA2B,11,.text,??3TutWin@@SAXPAXI@Z,,0x004BEA20-0x004BEA2B,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:1306,Complete,,,source_complete,,,,0,0
0x004BEA30,0x004BEA4C,28,.text,??0UV2Player@@QAE@XZ,void (__thiscall ??0UV2Player@@QAE@XZ)(UV2Player* this),0x004BEA30-0x004BEA4C,game,hidden;sp_ready;purged_ok,src/leaf_recoveries.cpp:1030,Complete,,,source_complete,,,,1,1
0x004BEA50,0x004BEDB5,869,.text,?exec@UV2Player@@QAEHPADHHH@Z,"int (__thiscall ?exec@UV2Player@@QAEHPADHHH@Z)(UV2Player* this, LPSTR pszFileName, int, int, int)",0x004BEA50-0x004BEDB5,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,18,1
0x004BEDC0,0x004BEE5A,154,.text,?UNK1@UV2Player@@QAEHHHHH@Z,"int (__thiscall ?UNK1@UV2Player@@QAEHHHHH@Z)(UV2Player* this, int, int, int, int)",0x004BEDC0-0x004BEE5A,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x004BEE60,0x004BEEFD,157,.text,?UNK2@UV2Player@@QAAHHHHH@Z,,0x004BEE60-0x004BEEFD,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x004BEF00,0x004BF380,1237,.text,?UNK3@UV2Player@@QAEXXZ,void (__thiscall ?UNK3@UV2Player@@QAEXXZ)(UV2Player* this),0x004BEF00-0x004BF380;0x00659D00-0x00659D55,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,22,1
0x004BF380,0x004BF383,3,.text,?UNK4@UV2Player@@QAEHXZ,int (__thiscall ?UNK4@UV2Player@@QAEHXZ)(UV2Player* this),0x004BF380-0x004BF383,game,hidden;sp_ready;purged_ok,src/uv2player.cpp:23,Complete,,,source_complete,,,,0,0
0x004BF390,0x004BF3FE,110,.text,?on_key@UV2Player@@QAAHXZ,,0x004BF390-0x004BF3FE,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x004BF400,0x004BF4A2,162,.text,?close@UV2Player@@QAEXXZ,void (__thiscall ?close@UV2Player@@QAEXXZ)(UV2Player* this),0x004BF400-0x004BF4A2,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,4
0x004BF4B0,0x004BF6D1,545,.text,?play@UV2Player@@QAEHHH@Z,"int (__thiscall ?play@UV2Player@@QAEHHH@Z)(UV2Player* this, int, int)",0x004BF4B0-0x004BF6D1,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,5,1
0x004BF6E0,0x004BF6F6,22,.text,??__Eg_VEHDRAW_CAVIAR@@YAXXZ,,0x004BF6E0-0x004BF6F6,game,hidden;sp_ready;purged_ok,src/init_thunks.cpp:4122,Complete,,,source_complete,,,,2,0
0x004BF700,0x004BF70A,10,.text,??__Fg_VEHDRAW_CAVIAR@@YAXXZ,,0x004BF700-0x004BF70A,game,hidden;sp_ready;purged_ok,src/atexit_thunks.cpp:3945,Complete,,,source_complete,,,,0,0
0x004BF710,0x004BF726,22,.text,??__Eg_VEHDRAW_BUFFER@@YAXXZ,,0x004BF710-0x004BF726,game,hidden;sp_ready;purged_ok,src/init_thunks.cpp:4133,Complete,,,source_complete,,,,2,0
0x004BF730,0x004BF73A,10,.text,??__Fg_VEHDRAW_BUFFER@@YAXXZ,,0x004BF730-0x004BF73A,game,hidden;sp_ready;purged_ok,src/atexit_thunks.cpp:3955,Complete,,,source_complete,,,,0,0
0x004BF740,0x004BF8C1,385,.text,?compute_camera@@YAXPAUVOX_Vect@@PAUVOX_Matrix@@@Z,,0x004BF740-0x004BF8C1,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,5,4
0x004BF8D0,0x004BFC67,919,.text,?vehdraw_turn_start@@YAHHHHH@Z,"int (__cdecl ?vehdraw_turn_start@@YAHHHHH@Z)(int vehID, int, int, int)",0x004BF8D0-0x004BFC67,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,10,1
0x004BFC70,0x004BFDFA,394,.text,?vehdraw_turn@@YAXPAUBuffer@@HHHH@Z,,0x004BFC70-0x004BFDFA,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,7,1
0x004BFE00,0x004C0F24,4388,.text,?vehdraw_scoot_start@@YAXHHHH@Z,"void (__cdecl ?vehdraw_scoot_start@@YAXHHHH@Z)(int vehID, int, int, int)",0x004BFE00-0x004C0F24,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,6,1
0x004C0F50,0x004C1296,838,.text,?vehdraw_scoot@@YAXPAUBuffer@@HHHH@Z,,0x004C0F50-0x004C1296,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,15,1
0x004C12A0,0x004C1732,1170,.text,?vehdraw_draw@@YAXPAUBuffer@@HHHHHH@Z,"void (__cdecl ?vehdraw_draw@@YAXPAUBuffer@@HHHHHH@Z)(Buffer*, int unitID, int, int, int, int, int)",0x004C12A0-0x004C1732,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,16,1
0x004C1740,0x004C1B05,965,.text,vehdraw_unk1,,0x004C1740-0x004C1B05,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,18,0
0x004C1B10,0x004C1CF7,487,.text,?vehdraw_compute_facet_normals@@YAXXZ,,0x004C1B10-0x004C1CF7,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x004C1D00,0x004C1D01,1,.text,vehdraw_nullsub1,,0x004C1D00-0x004C1D01,game,hidden;sp_ready;purged_ok,src/nullsub_thunks.cpp:324,Complete,,,source_complete,,,,0,0
0x004C1D10,0x004C1D15,5,.text,?vehdraw_setup@@YAXXZ,,0x004C1D10-0x004C1D15,thunk,hidden;thunk;sp_ready;purged_ok,,,,,thunk,,,,0,1
0x004C1D20,0x004C202D,781,.text,?vehdraw_construct_vehicle@@YAHHPAUCaviar@@@Z,"int (__cdecl ?vehdraw_construct_vehicle@@YAHHPAUCaviar@@@Z)(int vehID, Caviar*)",0x004C1D20-0x004C202D,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,10,6
0x004C2030,0x004C2360,816,.text,?vehdraw_construct_abil@@YAHHPAUCaviar@@H@Z,"int (__cdecl ?vehdraw_construct_abil@@YAHHPAUCaviar@@H@Z)(int abilityFlags, Caviar*, int factionID)",0x004C2030-0x004C2360,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,2,3
0x004C2360,0x004C246D,269,.text,?vehdraw_construct_vehicle@@YAHHHHHHHPAUCaviar@@@Z,"int (__cdecl ?vehdraw_construct_vehicle@@YAHHHHHHHPAUCaviar@@@Z)(int factionID, int, int, int, int, int, Caviar*)",0x004C2360-0x004C246D,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,6,0
0x004C2470,0x004C2C87,2071,.text,?vehdraw_construct_chassis@@YAHHHHHHPAUCaviar@@@Z,,0x004C2470-0x004C2C87,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,5,7
0x004C2CF0,0x004C306A,890,.text,?vehdraw_construct_weapon@@YAHHHHPAUCaviar@@@Z,"int (__cdecl ?vehdraw_construct_weapon@@YAHHHHPAUCaviar@@@Z)(int factionID, int a2, int weapID, Caviar* a4)",0x004C2CF0-0x004C306A,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,3,7
0x004C3090,0x004C3795,1797,.text,?vehdraw_construct_armor@@YAHHHHHHPAUCaviar@@@Z,,0x004C3090-0x004C3795,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,4,12
0x004C3800,0x004C3896,150,.text,?vehdraw_construct_reactor@@YAHHHHHHPAUCaviar@@@Z,,0x004C3800-0x004C3896,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,5
0x004C38A0,0x004C38A1,1,.text,vehdraw_nullsub2,,0x004C38A0-0x004C38A1,game,sp_ready;purged_ok,src/nullsub_thunks.cpp:334,Complete,,,source_complete,,,,0,0
0x004C38B0,0x004C38C6,22,.text,??__Eg_WORLDWIN@@YAXXZ,,0x004C38B0-0x004C38C6,game,hidden;sp_ready;purged_ok,src/init_thunks.cpp:4144,Complete,,,source_complete,,,,2,0
0x004C38D0,0x004C38DA,10,.text,??__Fg_WORLDWIN@@YAXXZ,,0x004C38D0-0x004C38DA,game,hidden;sp_ready;purged_ok,src/atexit_thunks.cpp:3965,Complete,,,source_complete,,,,0,0
0x004C38E0,0x004C3910,48,.text,sub_4c38e0,,0x004C38E0-0x004C3910,game,sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x004C3910,0x004C3941,49,.text,sub_4c3910,,0x004C3910-0x004C3941,game,sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x004C3950,0x004C398A,58,.text,?set_detail_map@WorldWin@@QAEXXZ,void (__thiscall ?set_detail_map@WorldWin@@QAEXXZ)(WorldWin* this),0x004C3950-0x004C398A,game,sp_ready;purged_ok,,,,,unrecovered,,,,1,3
0x004C3990,0x004C39CB,59,.text,?set_world_map@WorldWin@@QAEXXZ,void (__thiscall ?set_world_map@WorldWin@@QAEXXZ)(WorldWin* this),0x004C3990-0x004C39CB,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,4
0x004C39D0,0x004C3A39,105,.text,?show_all@WorldWin@@QAEXXZ,void (__thiscall ?show_all@WorldWin@@QAEXXZ)(WorldWin* this),0x004C39D0-0x004C3A39,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,5
0x004C3A40,0x004C3A6B,43,.text,?hide_all@WorldWin@@QAEXXZ,void (__thiscall ?hide_all@WorldWin@@QAEXXZ)(WorldWin* this),0x004C3A40-0x004C3A6B,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,7
0x004C3A70,0x004C3AA9,57,.text,?UNK1@WorldWin@@QAEXXZ,void (__thiscall ?UNK1@WorldWin@@QAEXXZ)(WorldWin* this),0x004C3A70-0x004C3AA9,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x004C3AB0,0x004C3D0C,625,.text,?right_menu@WorldWin@@QAEXHH@Z,"void (__thiscall ?right_menu@WorldWin@@QAEXHH@Z)(WorldWin* this, int, int)",0x004C3AB0-0x004C3D0C;0x00659E80-0x00659E95,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,15,1
0x004C3D40,0x004C3E48,264,.text,?click@WorldWin@@QAEXHHHH@Z,"void (__thiscall ?click@WorldWin@@QAEXHHHH@Z)(WorldWin* this, int, int, int, int)",0x004C3D40-0x004C3E48,game,frame;hidden;sp_ready;purged_ok,,,,WorldWinClick,original_dependency,,,,5,2
0x004C3E50,0x004C3E68,24,.text,?on_left_click@WorldWin@@QAEXHH@Z,"void (__thiscall ?on_left_click@WorldWin@@QAEXHH@Z)(WorldWin* this, int, int)",0x004C3E50-0x004C3E68,game,frame;hidden;sp_ready;purged_ok,src/worldwin.cpp:51,Complete,,,source_complete,,,,1,0
0x004C3E70,0x004C3E88,24,.text,?on_right_click@WorldWin@@QAEXHH@Z,"void (__thiscall ?on_right_click@WorldWin@@QAEXHH@Z)(WorldWin* this, int, int)",0x004C3E70-0x004C3E88,game,frame;sp_ready;purged_ok,src/worldwin.cpp:61,Complete,,,source_complete,,,,1,0
0x004C3E90,0x004C3E93,3,.text,?on_left_double_click@WorldWin@@QAEXHH@Z,"void (__thiscall ?on_left_double_click@WorldWin@@QAEXHH@Z)(WorldWin* this, int, int)",0x004C3E90-0x004C3E93,game,hidden;sp_ready;purged_ok,src/worldwin.cpp:36,Complete,,,source_complete,,,,0,0
0x004C3EA0,0x004C3EB3,19,.text,?follow_center@WorldWin@@QAEXHH@Z,"void (__thiscall ?follow_center@WorldWin@@QAEXHH@Z)(WorldWin* this, int xCoord, int yCoord)",0x004C3EA0-0x004C3EB3,game,sp_ready;purged_ok,,,,,unrecovered,,,,1,1
0x004C3EC0,0x004C4227,871,.text,?on_redraw@WorldWin@@QAEXXZ,void (__thiscall ?on_redraw@WorldWin@@QAEXXZ)(WorldWin* this),0x004C3EC0-0x004C4227,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,12,0
0x004C4230,0x004C43F0,448,.text,?UNK2@WorldWin@@QAEXH@Z,"void (__thiscall ?UNK2@WorldWin@@QAEXH@Z)(WorldWin* this, int)",0x004C4230-0x004C43F0,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,6,0
0x004C43F0,0x004C44D3,227,.text,?pixel_to_tile@WorldWin@@QAEHHHPAH0@Z,"int (__thiscall ?pixel_to_tile@WorldWin@@QAEHHHPAH0@Z)(WorldWin* this, int, int, int*, int*)",0x004C43F0-0x004C44D3,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,3
